NO.,polyol,Diisocyanate,extender1,extender2,polymer-unit,prepolymer,extender1append,extender2append,polyol_MW,dimw,piece_mw,pre_mw,ex1_mw,ex2_mw,polyol_ratio,Diisocyanate_ratio,extender1_ratio,extender2_ratio,Hs_wt,R,mac_rate,Ym,Ts,Eb,Th,break_ratio,self_tem,self_time,E1,E2
113,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],O=C=NC1CCC(CC1)CC2CCC(CC2)N=C=O,[Re]CCOC(NCC1=CC(CNC(OCC[Re])=O)=CC=C1)=O,[Re]CCOC(NCC1=CC(CNC(OCC[Re])=O)=CC=C1)=O,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OCCOC(=O)NCc5cccc(CNC(=O)OCCOC(=O)NC6CCC(CC7CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC8CCC(CC9CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%10CCC(CC%11CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%12CCC(CC%13CCC(NC(=O)OCCOC(=O)NCc%14cccc(CNC(=O)OCCOC(=O)NC%15CCC(CC%16CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%17CCC(CC%18CCC(NC(=O)OC)CC%18)CC%17)CC%16)CC%15)c%14)CC%13)CC%12)CC%11)CC%10)CC9)CC8)CC7)CC6)c5)CC4)CC3)CC2)CC1,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OC)CC4)CC3)CC2)CC1,OCCOC(NCC1=CC(CNC(OCCO)=O)=CC=C1)=O,OCCOC(NCC1=CC(CNC(OCCO)=O)=CC=C1)=O,1000,262.353,7925.117,1616.303,312.322,312.322,0.294,0.5,0.206,0,0.399,1,24,9999,24.7,1667,84,1,25,24,0.206,9999
114,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],O=C=NC1CCC(CC1)CC2CCC(CC2)N=C=O,[Re]CCOC(NCC1=CC(CNC(OCC[Re])=O)=CC=C1)=O,[Re]CCOC(NCC1=CC(CNC(OCC[Re])=O)=CC=C1)=O,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OCCOC(=O)NCc5cccc(CNC(=O)OCCOC(=O)NC6CCC(CC7CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC8CCC(CC9CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%10CCC(CC%11CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%12CCC(CC%13CCC(NC(=O)OCCOC(=O)NCc%14cccc(CNC(=O)OCCOC(=O)NC%15CCC(CC%16CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%17CCC(CC%18CCC(NC(=O)OC)CC%18)CC%17)CC%16)CC%15)c%14)CC%13)CC%12)CC%11)CC%10)CC9)CC8)CC7)CC6)c5)CC4)CC3)CC2)CC1,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OC)CC4)CC3)CC2)CC1,OCCOC(NCC1=CC(CNC(OCCO)=O)=CC=C1)=O,OCCOC(NCC1=CC(CNC(OCCO)=O)=CC=C1)=O,1000,262.353,7925.117,1616.303,312.322,312.322,0.294,0.5,0.206,0,0.399,1,24,9999,60.4,1667,84,1,40,12,0.206,9999
115,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],O=C=NC1CCC(CC1)CC2CCC(CC2)N=C=O,[Re]CCOC(NCC1=CC(CNC(OCC[Re])=O)=CC=C1)=O,[Re]CCOC(NCC1=CC(CNC(OCC[Re])=O)=CC=C1)=O,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OCCOC(=O)NCc5cccc(CNC(=O)OCCOC(=O)NC6CCC(CC7CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC8CCC(CC9CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%10CCC(CC%11CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%12CCC(CC%13CCC(NC(=O)OCCOC(=O)NCc%14cccc(CNC(=O)OCCOC(=O)NC%15CCC(CC%16CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%17CCC(CC%18CCC(NC(=O)OC)CC%18)CC%17)CC%16)CC%15)c%14)CC%13)CC%12)CC%11)CC%10)CC9)CC8)CC7)CC6)c5)CC4)CC3)CC2)CC1,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OC)CC4)CC3)CC2)CC1,OCCOC(NCC1=CC(CNC(OCCO)=O)=CC=C1)=O,OCCOC(NCC1=CC(CNC(OCCO)=O)=CC=C1)=O,1000,262.353,7925.117,1616.303,312.322,312.322,0.294,0.5,0.206,0,0.399,1,24,9999,99.8,1667,84,1,60,24,0.206,9999
116,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],O=C=NC1CCC(CC1)CC2CCC(CC2)N=C=O,[Re]CCOC(NCC1=CC(CNC(OCC[Re])=O)=CC=C1)=O,[Re]CCOC(NCC1=CC(CNC(OCC[Re])=O)=CC=C1)=O,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OCCOC(=O)NCc5cccc(CNC(=O)OCCOC(=O)NC6CCC(CC7CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC8CCC(CC9CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%10CCC(CC%11CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%12CCC(CC%13CCC(NC(=O)OCCOC(=O)NCc%14cccc(CNC(=O)OCCOC(=O)NC%15CCC(CC%16CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%17CCC(CC%18CCC(NC(=O)OC)CC%18)CC%17)CC%16)CC%15)c%14)CC%13)CC%12)CC%11)CC%10)CC9)CC8)CC7)CC6)c5)CC4)CC3)CC2)CC1,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OC)CC4)CC3)CC2)CC1,OCCOC(NCC1=CC(CNC(OCCO)=O)=CC=C1)=O,OCCOC(NCC1=CC(CNC(OCCO)=O)=CC=C1)=O,1000,262.353,7925.117,1616.303,312.322,312.322,0.25,0.5,0.25,0,0.456,1,24,9999,36.3,1230,122,1,9999,9999,9999,9999
117,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],O=C=NC1CCC(CC1)CC2CCC(CC2)N=C=O,[Re]CCOC(NCC1=CC(CNC(OCC[Re])=O)=CC=C1)=O,[Re]CCOC(NCC1=CC(CNC(OCC[Re])=O)=CC=C1)=O,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OCCOC(=O)NCc5cccc(CNC(=O)OCCOC(=O)NC6CCC(CC7CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC8CCC(CC9CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%10CCC(CC%11CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%12CCC(CC%13CCC(NC(=O)OCCOC(=O)NCc%14cccc(CNC(=O)OCCOC(=O)NC%15CCC(CC%16CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%17CCC(CC%18CCC(NC(=O)OC)CC%18)CC%17)CC%16)CC%15)c%14)CC%13)CC%12)CC%11)CC%10)CC9)CC8)CC7)CC6)c5)CC4)CC3)CC2)CC1,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OC)CC4)CC3)CC2)CC1,OCCOC(NCC1=CC(CNC(OCCO)=O)=CC=C1)=O,OCCOC(NCC1=CC(CNC(OCCO)=O)=CC=C1)=O,1000,262.353,7925.117,1616.303,312.322,312.322,0.217,0.5,0.283,0,0.502,1,24,9999,43.9,1144,136,1,9999,9999,9999,9999
118,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],O=C=NC1CCC(CC1)CC2CCC(CC2)N=C=O,[Re]COC(NC1CCC(CC1)CC2CCC(CC2)NC(OCC[Re])=O)=O,[Re]COC(NC1CCC(CC1)CC2CCC(CC2)NC(OCC[Re])=O)=O,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OCOC(=O)NC5CCC(CC6CCC(NC(=O)OCCOC(=O)NC7CCC(CC8CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC9CCC(CC%10CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%11CCC(CC%12CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%13CCC(CC%14CCC(NC(=O)OCCOC(=O)NC%15CCC(CC%16CCC(NC(=O)OCOC(=O)NC%17CCC(CC%18CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%19CCC(CC%20CCC(NC(=O)OC)CC%20)CC%19)CC%18)CC%17)CC%16)CC%15)CC%14)CC%13)CC%12)CC%11)CC%10)CC9)CC8)CC7)CC6)CC5)CC4)CC3)CC2)CC1,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OC)CC4)CC3)CC2)CC1,OCOC(NC1CCC(CC1)CC2CCC(CC2)NC(OCCO)=O)=O,OCOC(NC1CCC(CC1)CC2CCC(CC2)NC(OCCO)=O)=O,1000,262.353,8045.397,1616.303,372.462,372.462,0.476,0.5,0.024,0,0.227,1,24,9999,0.19,608,1,1,9999,9999,9999,9999
119,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],O=C=NC1CCC(CC1)CC2CCC(CC2)N=C=O,[Re]COC(NC1CCC(CC1)CC2CCC(CC2)NC(OCC[Re])=O)=O,[Re]COC(NC1CCC(CC1)CC2CCC(CC2)NC(OCC[Re])=O)=O,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OCOC(=O)NC5CCC(CC6CCC(NC(=O)OCCOC(=O)NC7CCC(CC8CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC9CCC(CC%10CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%11CCC(CC%12CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%13CCC(CC%14CCC(NC(=O)OCCOC(=O)NC%15CCC(CC%16CCC(NC(=O)OCOC(=O)NC%17CCC(CC%18CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%19CCC(CC%20CCC(NC(=O)OC)CC%20)CC%19)CC%18)CC%17)CC%16)CC%15)CC%14)CC%13)CC%12)CC%11)CC%10)CC9)CC8)CC7)CC6)CC5)CC4)CC3)CC2)CC1,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OC)CC4)CC3)CC2)CC1,OCOC(NC1CCC(CC1)CC2CCC(CC2)NC(OCCO)=O)=O,OCOC(NC1CCC(CC1)CC2CCC(CC2)NC(OCCO)=O)=O,1000,262.353,8045.397,1616.303,372.462,372.462,0.357,0.5,0.143,0,0.34,1,24,9999,12.9,1740,58,1,9999,9999,9999,9999
120,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],O=C=NC1CCC(CC1)CC2CCC(CC2)N=C=O,[Re]COC(NC1CCC(CC1)CC2CCC(CC2)NC(OCC[Re])=O)=O,[Re]COC(NC1CCC(CC1)CC2CCC(CC2)NC(OCC[Re])=O)=O,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OCOC(=O)NC5CCC(CC6CCC(NC(=O)OCCOC(=O)NC7CCC(CC8CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC9CCC(CC%10CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%11CCC(CC%12CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%13CCC(CC%14CCC(NC(=O)OCCOC(=O)NC%15CCC(CC%16CCC(NC(=O)OCOC(=O)NC%17CCC(CC%18CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%19CCC(CC%20CCC(NC(=O)OC)CC%20)CC%19)CC%18)CC%17)CC%16)CC%15)CC%14)CC%13)CC%12)CC%11)CC%10)CC9)CC8)CC7)CC6)CC5)CC4)CC3)CC2)CC1,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OC)CC4)CC3)CC2)CC1,OCOC(NC1CCC(CC1)CC2CCC(CC2)NC(OCCO)=O)=O,OCOC(NC1CCC(CC1)CC2CCC(CC2)NC(OCCO)=O)=O,1000,262.353,8045.397,1616.303,372.462,372.462,0.294,0.5,0.206,0,0.414,1,24,9999,37.1,1128,119,1,9999,9999,9999,9999
121,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],O=C=NC1CCC(CC1)CC2CCC(CC2)N=C=O,[Re]COC(NC1CCC(CC1)CC2CCC(CC2)NC(OCC[Re])=O)=O,[Re]COC(NC1CCC(CC1)CC2CCC(CC2)NC(OCC[Re])=O)=O,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OCOC(=O)NC5CCC(CC6CCC(NC(=O)OCCOC(=O)NC7CCC(CC8CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC9CCC(CC%10CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%11CCC(CC%12CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%13CCC(CC%14CCC(NC(=O)OCCOC(=O)NC%15CCC(CC%16CCC(NC(=O)OCOC(=O)NC%17CCC(CC%18CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%19CCC(CC%20CCC(NC(=O)OC)CC%20)CC%19)CC%18)CC%17)CC%16)CC%15)CC%14)CC%13)CC%12)CC%11)CC%10)CC9)CC8)CC7)CC6)CC5)CC4)CC3)CC2)CC1,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OC)CC4)CC3)CC2)CC1,OCOC(NC1CCC(CC1)CC2CCC(CC2)NC(OCCO)=O)=O,OCOC(NC1CCC(CC1)CC2CCC(CC2)NC(OCCO)=O)=O,1000,262.353,8045.397,1616.303,372.462,372.462,0.294,0.5,0.206,0,0.414,1,24,9999,37.1,1128,119,1,25,24,0.192,0.522
122,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],O=C=NC1CCC(CC1)CC2CCC(CC2)N=C=O,[Re]COC(NC1CCC(CC1)CC2CCC(CC2)NC(OCC[Re])=O)=O,[Re]COC(NC1CCC(CC1)CC2CCC(CC2)NC(OCC[Re])=O)=O,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OCOC(=O)NC5CCC(CC6CCC(NC(=O)OCCOC(=O)NC7CCC(CC8CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC9CCC(CC%10CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%11CCC(CC%12CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%13CCC(CC%14CCC(NC(=O)OCCOC(=O)NC%15CCC(CC%16CCC(NC(=O)OCOC(=O)NC%17CCC(CC%18CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%19CCC(CC%20CCC(NC(=O)OC)CC%20)CC%19)CC%18)CC%17)CC%16)CC%15)CC%14)CC%13)CC%12)CC%11)CC%10)CC9)CC8)CC7)CC6)CC5)CC4)CC3)CC2)CC1,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OC)CC4)CC3)CC2)CC1,OCOC(NC1CCC(CC1)CC2CCC(CC2)NC(OCCO)=O)=O,OCOC(NC1CCC(CC1)CC2CCC(CC2)NC(OCCO)=O)=O,1000,262.353,8045.397,1616.303,372.462,372.462,0.294,0.5,0.206,0,0.414,1,24,9999,37.1,1128,119,1,40,12,0.64,0.871
123,[Re]CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCC[Re],O=C=NC1CCC(CC1)CC2CCC(CC2)N=C=O,[Re]COC(NC1CCC(CC1)CC2CCC(CC2)NC(OCC[Re])=O)=O,[Re]COC(NC1CCC(CC1)CC2CCC(CC2)NC(OCC[Re])=O)=O,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OCOC(=O)NC5CCC(CC6CCC(NC(=O)OCCOC(=O)NC7CCC(CC8CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC9CCC(CC%10CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%11CCC(CC%12CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%13CCC(CC%14CCC(NC(=O)OCCOC(=O)NC%15CCC(CC%16CCC(NC(=O)OCOC(=O)NC%17CCC(CC%18CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC%19CCC(CC%20CCC(NC(=O)OC)CC%20)CC%19)CC%18)CC%17)CC%16)CC%15)CC%14)CC%13)CC%12)CC%11)CC%10)CC9)CC8)CC7)CC6)CC5)CC4)CC3)CC2)CC1,COC(=O)NC1CCC(CC2CCC(NC(=O)OCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)NC3CCC(CC4CCC(NC(=O)OC)CC4)CC3)CC2)CC1,OCOC(NC1CCC(CC1)CC2CCC(CC2)NC(OCCO)=O)=O,OCOC(NC1CCC(CC1)CC2CCC(CC2)NC(OCCO)=O)=O,1000,262.353,8045.397,1616.303,372.462,372.462,0.294,0.5,0.206,0,0.414,1,24,9999,37.1,1128,119,1,60,24,0.952,0.994
